No.	年度	開講区分	所属	科目名	成績入力担当	曜日・時限	時間割コード
33	2026	前期	国際人間科学部	グローバル文化特別演習Ⅱ	下條　尚志	木2	1H436
34	2026	前期	国際人間科学部	グローバル文化特別演習Ⅱ	礒谷　有亮	木2	1H459
35	2026	第1クォーター	国際人間科学部	環境生命科学Ａ	源 利文	木2,金2	1H604
36	2026	前期	国際人間科学部	緑地環境論	大野 朋子	木2	1H614
37	2026	前期	国際人間科学部	環境物理学特別演習１	黒澤　耕介	木2	1H624
38	2026	前期	国際人間科学部	社会文化環境論	加戸　友佳子	木2	1H663
39	2026	前期	国際人間科学部	特別支援教育総論	山本　健太	木2	1H732
40	2026	第1クォーター	国際人間科学部	アメリカ文化論Ａ	西谷　拓哉	木2	1HD41
41	2026	第1クォーター	国際人間科学部	ジェンダー社会文化論Ａ	青山 薫	木2	1HD64
42	2026	第1クォーター	国際人間科学部	近現代アート論Ａ	髙田　映介	木2	1HD67
43	2026	第1クォーター	国際人間科学部	環境物理学特別演習１	黒澤　耕介	木2	1HG24
44	2026	第1クォーター	国際人間科学部	特別支援教育総論１	山本　健太	木2	1HH32
45	2026	第2クォーター	国際人間科学部	包括支援システム論	津田 英二	木2	2H587
46	2026	第2クォーター	国際人間科学部	アメリカ文化論Ｂ	西谷　拓哉	木2	2HD41
47	2026	第2クォーター	国際人間科学部	ジェンダー社会文化論Ｂ	青山 薫	木2	2HD64
48	2026	第2クォーター	国際人間科学部	近現代アート論Ｂ	髙田　映介	木2	2HD67
49	2026	第2クォーター	国際人間科学部	環境物理学特別演習２	黒澤　耕介	木2	2HG25
50	2026	第2クォーター	国際人間科学部	特別支援教育総論２	山本　健太	木2	2HH32
51	2026	後期	国際人間科学部	Test Preparation	Brad Colpitts	木2	3H061
52	2026	後期	国際人間科学部	現代文化システム論発展演習Ⅰ	石田　圭子	木2	3H409
53	2026	後期	国際人間科学部	グローバル文化特別演習Ⅰ	貞好 康志	木2	3H428
54	2026	後期	国際人間科学部	グローバル文化特別演習Ⅰ	大石　侑香	木2	3H435
55	2026	後期	国際人間科学部	グローバル文化特別演習Ⅰ	中條　健志	木2	3H443
56	2026	後期	国際人間科学部	身体・創造・創発	清水　大地	木2	3H526
57	2026	後期	国際人間科学部	環境物理学特別演習２	黒澤　耕介	木2	3H626
58	2026	第3クォーター	国際人間科学部	グローバル文化形成発展演習Ａ	石田　圭子	木2	3HE09
59	2026	第3クォーター	国際人間科学部	グローバル文化特別演習Ａ	貞好 康志	木2	3HE28
60	2026	第3クォーター	国際人間科学部	グローバル文化特別演習Ａ	大石　侑香	木2	3HE35
61	2026	第3クォーター	国際人間科学部	グローバル文化特別演習Ａ	中條　健志	木2	3HE43
62	2026	第3クォーター	国際人間科学部	環境物理学特別演習３	黒澤　耕介	木2	3HG26
63	2026	第4クォーター	国際人間科学部	グローバル文化形成発展演習Ｂ	石田　圭子	木2	4HE09
64	2026	第4クォーター	国際人間科学部	グローバル文化特別演習Ｂ	貞好 康志	木2	4HE28
65	2026	第4クォーター	国際人間科学部	グローバル文化特別演習Ｂ	大石　侑香	木2	4HE35
66	2026	第4クォーター	国際人間科学部	グローバル文化特別演習Ｂ	中條　健志	木2	4HE43
67	2026	第4クォーター	国際人間科学部	環境物理学特別演習４	黒澤　耕介	木2	4HG26
68	2026	前期	国際人間科学部	中等特別活動指導論	松田　忠喜	木3	1H206
69	2026	前期	国際人間科学部	日本メディア文化論	板倉　史明	木3	1H333
